tmax,tmin,station,date
11.4,-4.2,PUERTO MADRYN AERO,2019-05-29
14.2,5.4,PUNTA INDIO B.A.,2019-05-29
15.3,10.3,RAFAELA AERO,2019-05-29
20.2,15.1,RECONQUISTA AERO,2019-05-29
19.8,15.3,RESISTENCIA AERO,2019-05-29
8.6,-1.2,RIO COLORADO,2019-05-29
11,8.3,RIO CUARTO AERO,2019-05-29
5.6,-1.4,RIO GALLEGOS AERO,2019-05-29
5.8,-2.4,RIO GRANDE B.A.,2019-05-29
23,11.3,RIVADAVIA,2019-05-29
16,5.5,ROSARIO AERO,2019-05-29
16.5,11.6,SALTA AERO,2019-05-29
12,-3.4,SAN ANTONIO OESTE AERO,2019-05-29
15,1,SAN CARLOS (MZA),2019-05-29
13.7,3.9,SAN FERNANDO,2019-05-29
16,1.6,SAN JUAN AERO,2019-05-29
5.7,-1.5,SAN JULIAN AERO,2019-05-29
13.6,7.7,SAN LUIS AERO,2019-05-29
13.8,3.7,SAN MARTIN (MZA),2019-05-29
8.2,5.6,SAN RAFAEL AERO,2019-05-29
5.4,-3,SANTA CRUZ AERO,2019-05-29
9.8,3,SANTA ROSA AERO,2019-05-29
16.3,5.8,SANTA ROSA DE CONLARA AERO,2019-05-29
15.2,9.8,SANTIAGO DEL ESTERO AERO,2019-05-29
18.9,12.7,SAUCE VIEJO AERO,2019-05-29
18.4,10.5,SUNCHALES AERO,2019-05-29
12.5,0.4,TANDIL AERO,2019-05-29
20,14.7,TARTAGAL AERO,2019-05-29
16.2,11.5,TERMAS DE RIO HONDO AERO,2019-05-29
19,2,TINOGASTA,2019-05-29
12.2,-5.7,TRELEW AERO,2019-05-29
11.1,3.6,TRENQUE LAUQUEN,2019-05-29
11.4,2.6,TRES ARROYOS,2019-05-29
15.9,12.6,TUCUMAN AERO,2019-05-29
6.2,2.8,USHUAIA AERO,2019-05-29
15.5,-1.4,USPALLATA,2019-05-29
15,4.1,VENADO TUERTO,2019-05-29
9.5,2.9,VICTORICA,2019-05-29
11.2,-1.7,VIEDMA AERO,2019-05-29
15,8.5,VILLA DOLORES AERO,2019-05-29
13.5,0.5,VILLA GESELL AERO,2019-05-29
14.6,9,VILLA MARIA DEL RIO SECO,2019-05-29
15.5,8,VILLA REYNOLDS AERO,2019-05-29
14,10.8,AEROPARQUE AERO,2019-05-30
10.6,5,AZUL AERO,2019-05-30
9,4.7,BAHIA BLANCA AERO,2019-05-30
3.8,-1,BARILOCHE AERO,2019-05-30
-17,-36.8,BASE BELGRANO II,2019-05-30
-6.7,-11.2,BASE CARLINI (EX JUBANY),2019-05-30
-10.4,-14.2,BASE ESPERANZA,2019-05-30
-13.8,-20.2,BASE MARAMBIO,2019-05-30
-14.2,-25.6,BASE ORCADAS,2019-05-30
-7.1,-18.5,BASE SAN MARTIN,2019-05-30
11,2.8,BENITO JUAREZ AERO,2019-05-30
20.3,18.2,BERNARDO DE IRIGOYEN AERO,2019-05-30
8.1,5.9,BOLIVAR AERO,2019-05-30
13.9,8.5,BUENOS AIRES,2019-05-30
13.4,6.2,CAMPO DE MAYO AERO,2019-05-30
20,10.8,CATAMARCA AERO,2019-05-30
19,14.4,CERES AERO,2019-05-30
15.8,11.1,CHAMICAL AERO,2019-05-30
4.2,0.3,CHAPELCO AERO,2019-05-30
15.5,8.5,CHEPES,2019-05-30
17,8.2,CHILECITO AERO,2019-05-30
7.8,3.3,CIPOLLETTI,2019-05-30
8.6,-3.3,COMODORO RIVADAVIA AERO,2019-05-30
16,11.2,CONCORDIA AERO,2019-05-30
15.4,10.5,CORDOBA AERO,2019-05-30
15.4,10.6,CORDOBA OBSERVATORIO,2019-05-30
8.5,3.9,CORONEL PRINGLES AERO,2019-05-30
,4.9,CORONEL SUAREZ AERO,2019-05-30
20.7,16.3,CORRIENTES AERO,2019-05-30
12.7,6.8,DOLORES AERO,2019-05-30
7.8,0.7,EL BOLSON AERO,2019-05-30
4.9,-7.4,EL CALAFATE AERO,2019-05-30
14,5,EL PALOMAR AERO,2019-05-30
,10,EL TREBOL,2019-05-30
15.5,9.6,ESC.AVIACION MILITAR AERO,2019-05-30
2.7,0.1,ESQUEL AERO,2019-05-30
14.2,5.3,EZEIZA AERO,2019-05-30
20.3,17.8,FORMOSA AERO,2019-05-30
9.1,6.2,GENERAL PICO AERO,2019-05-30
6,,GOBERNADOR GREGORES AERO,2019-05-30
14.9,10,GUALEGUAYCHU AERO,2019-05-30
24.6,19,IGUAZU AERO,2019-05-30
20,17.5,ITUZAINGO,2019-05-30
17,-1,JACHAL,2019-05-30
17.5,12.5,JUJUY AERO,2019-05-30
15.5,11,JUJUY U N,2019-05-30
12.4,7.5,JUNIN AERO,2019-05-30
13.5,5.6,LA PLATA AERO,2019-05-30
20,-2.3,LA QUIACA OBS.,2019-05-30
19,10,LA RIOJA AERO,2019-05-30
11.4,8.3,LABOULAYE AERO,2019-05-30
12,7,LAS FLORES AERO,2019-05-30
19.2,18.3,LAS LOMITAS,2019-05-30
11,3.4,MALARGUE AERO,2019-05-30
1.5,-3,MAQUINCHAO,2019-05-30
11.8,1.1,MAR DEL PLATA AERO,2019-05-30
13.4,10.8,MARCOS JUAREZ AERO,2019-05-30
13.5,3.5,MARIANO MORENO AERO,2019-05-30
11.5,7.2,MENDOZA AERO,2019-05-30
,7.4,MENDOZA OBSERVATORIO,2019-05-30
17.5,14.6,MERCEDES AERO (CTES),2019-05-30
13.5,6,MERLO AERO,2019-05-30
,11.5,METAN,2019-05-30
16.4,12.3,MONTE CASEROS AERO,2019-05-30
13.4,8.3,MORON AERO,2019-05-30
8.1,3,NEUQUEN AERO,2019-05-30
10.4,6.9,NUEVE DE JULIO,2019-05-30
21.5,18,OBERA AERO,2019-05-30
10.5,6.1,OLAVARRIA AERO,2019-05-30
21.4,15.7,ORAN AERO,2019-05-30
16.2,12.9,PARANA AERO,2019-05-30
5,-4,PASO DE INDIOS,2019-05-30
17,13.6,PASO DE LOS LIBRES AERO,2019-05-30
22.5,16.5,PCIA. ROQUE SAENZ PE�A AERO,2019-05-30
9.4,7,PEHUAJO AERO,2019-05-30
2.3,-8.8,PERITO MORENO AERO,2019-05-30
7.8,4.8,PIGUE AERO,2019-05-30
14.2,10.9,PILAR OBS.,2019-05-30
21.8,17.9,POSADAS AERO,2019-05-30
8.4,-4,PUERTO DESEADO AERO,2019-05-30
8,-0.6,PUERTO MADRYN AERO,2019-05-30
13,8.5,PUNTA INDIO B.A.,2019-05-30
15,12.2,RAFAELA AERO,2019-05-30
21,16.2,RECONQUISTA AERO,2019-05-30
21.3,16.3,RESISTENCIA AERO,2019-05-30
8.8,5.2,RIO COLORADO,2019-05-30
12.2,7,RIO CUARTO AERO,2019-05-30
4,-3.8,RIO GALLEGOS AERO,2019-05-30
5.5,-2.5,RIO GRANDE B.A.,2019-05-30
20.5,16.6,RIVADAVIA,2019-05-30
14.4,11.1,ROSARIO AERO,2019-05-30
14.7,9.2,SALTA AERO,2019-05-30
9,1.3,SAN ANTONIO OESTE AERO,2019-05-30
13,1.8,SAN CARLOS (MZA),2019-05-30
13.8,8.9,SAN FERNANDO,2019-05-30
15.1,3.6,SAN JUAN AERO,2019-05-30
8.4,-2.1,SAN JULIAN AERO,2019-05-30
14.5,8.8,SAN LUIS AERO,2019-05-30
11.9,5.1,SAN MARTIN (MZA),2019-05-30
8.2,4.8,SAN RAFAEL AERO,2019-05-30
5.5,-4.6,SANTA CRUZ AERO,2019-05-30
8.7,5,SANTA ROSA AERO,2019-05-30
17.6,9.1,SANTA ROSA DE CONLARA AERO,2019-05-30
19,12.8,SANTIAGO DEL ESTERO AERO,2019-05-30
16.6,12.6,SAUCE VIEJO AERO,2019-05-30
15,13.1,SUNCHALES AERO,2019-05-30
10.8,3.5,TANDIL AERO,2019-05-30
19.4,15.4,TARTAGAL AERO,2019-05-30
18.2,11.6,TERMAS DE RIO HONDO AERO,2019-05-30
16,5.5,TINOGASTA,2019-05-30
8.5,-4.5,TRELEW AERO,2019-05-30
9.5,6.5,TRENQUE LAUQUEN,2019-05-30
9.8,2.2,TRES ARROYOS,2019-05-30
17,11.4,TUCUMAN AERO,2019-05-30
6,2.7,USHUAIA AERO,2019-05-30
14.1,-3.6,USPALLATA,2019-05-30
12,8.6,VENADO TUERTO,2019-05-30
7.7,5,VICTORICA,2019-05-30
10.7,-2.7,VIEDMA AERO,2019-05-30
18.6,8.6,VILLA DOLORES AERO,2019-05-30
11.5,2.5,VILLA GESELL AERO,2019-05-30
,11.7,VILLA MARIA DEL RIO SECO,2019-05-30
13.5,8.7,VILLA REYNOLDS AERO,2019-05-30
16,11.3,AEROPARQUE AERO,2019-05-31
14.4,5.5,AZUL AERO,2019-05-31
14,5,BAHIA BLANCA AERO,2019-05-31
6,0.3,BARILOCHE AERO,2019-05-31
-15.8,-34,BASE BELGRANO II,2019-05-31
-3.2,-10.8,BASE CARLINI (EX JUBANY),2019-05-31
-3.7,-12.6,BASE ESPERANZA,2019-05-31
-7.1,-15.7,BASE MARAMBIO,2019-05-31
-8.8,-16.1,BASE ORCADAS,2019-05-31
-8,-15,BASE SAN MARTIN,2019-05-31
13.1,5.7,BENITO JUAREZ AERO,2019-05-31
19.7,15.7,BERNARDO DE IRIGOYEN AERO,2019-05-31
14.6,6.7,BOLIVAR AERO,2019-05-31
17.5,10.4,BUENOS AIRES,2019-05-31
16.9,8.4,CAMPO DE MAYO AERO,2019-05-31
22.8,9.8,CATAMARCA AERO,2019-05-31
15,10,CERES AERO,2019-05-31
16.7,10.3,CHAMICAL AERO,2019-05-31
5.6,0.3,CHAPELCO AERO,2019-05-31
18,8.5,CHEPES,2019-05-31
19.2,8,CHILECITO AERO,2019-05-31
9.2,6.8,CIPOLLETTI,2019-05-31
11.3,0.5,COMODORO RIVADAVIA AERO,2019-05-31
19,11,CONCORDIA AERO,2019-05-31
14.7,9.6,CORDOBA AERO,2019-05-31
15,10.2,CORDOBA OBSERVATORIO,2019-05-31
12.4,5.2,CORONEL PRINGLES AERO,2019-05-31
12.3,4.6,CORONEL SUAREZ AERO,2019-05-31
17.5,14.6,CORRIENTES AERO,2019-05-31
16,6,DOLORES AERO,2019-05-31
7,3.5,EL BOLSON AERO,2019-05-31
1.1,-7.2,EL CALAFATE AERO,2019-05-31
17,7.8,EL PALOMAR AERO,2019-05-31
15.5,9,EL TREBOL,2019-05-31
13.8,9.5,ESC.AVIACION MILITAR AERO,2019-05-31
6,0.5,ESQUEL AERO,2019-05-31
17,7.8,EZEIZA AERO,2019-05-31
19.4,16.1,FORMOSA AERO,2019-05-31
12,7.5,GENERAL PICO AERO,2019-05-31
3,-5,GOBERNADOR GREGORES AERO,2019-05-31
18.2,8.4,GUALEGUAYCHU AERO,2019-05-31
22.3,17.2,IGUAZU AERO,2019-05-31
18.7,15.5,ITUZAINGO,2019-05-31
21.5,-2.5,JACHAL,2019-05-31
17.6,11.8,JUJUY AERO,2019-05-31
14.7,11.4,JUJUY U N,2019-05-31
16.2,8.2,JUNIN AERO,2019-05-31
16,7.4,LA PLATA AERO,2019-05-31
19.4,-4.7,LA QUIACA OBS.,2019-05-31
,11.5,LA RIOJA AERO,2019-05-31
12,9.5,LABOULAYE AERO,2019-05-31
16,5.8,LAS FLORES AERO,2019-05-31
21,15.6,LAS LOMITAS,2019-05-31
13.8,-3.8,MALARGUE AERO,2019-05-31
0.5,-4,MAQUINCHAO,2019-05-31
12.2,-0.5,MAR DEL PLATA AERO,2019-05-31
15.1,10,MARCOS JUAREZ AERO,2019-05-31
18,5.5,MARIANO MORENO AERO,2019-05-31
11.5,5.9,MENDOZA AERO,2019-05-31
,3.6,MENDOZA OBSERVATORIO,2019-05-31
16.8,13,MERCEDES AERO (CTES),2019-05-31
17.8,7.5,MERLO AERO,2019-05-31
18.2,12.4,MONTE CASEROS AERO,2019-05-31
17.4,7.5,MORON AERO,2019-05-31
9.6,5.4,NEUQUEN AERO,2019-05-31
14,5.9,NUEVE DE JULIO,2019-05-31
18,15.2,OBERA AERO,2019-05-31
13.9,3.9,OLAVARRIA AERO,2019-05-31
17.8,16.1,ORAN AERO,2019-05-31
17.8,9.7,PARANA AERO,2019-05-31
9.5,-4.4,PASO DE INDIOS,2019-05-31
18,13.5,PASO DE LOS LIBRES AERO,2019-05-31
18.5,14.5,PCIA. ROQUE SAENZ PE�A AERO,2019-05-31
13,7.6,PEHUAJO AERO,2019-05-31
4.4,-4,PERITO MORENO AERO,2019-05-31
11.8,6.1,PIGUE AERO,2019-05-31
14.5,8.5,PILAR OBS.,2019-05-31
18.5,14.8,POSADAS AERO,2019-05-31
7.2,0.4,PUERTO DESEADO AERO,2019-05-31
14.2,3.2,PUERTO MADRYN AERO,2019-05-31
17.5,8.5,PUNTA INDIO B.A.,2019-05-31
17.2,6.5,RAFAELA AERO,2019-05-31
16.4,13.3,RECONQUISTA AERO,2019-05-31
17.5,14.6,RESISTENCIA AERO,2019-05-31
13.6,6.8,RIO COLORADO,2019-05-31
10.9,7,RIO CUARTO AERO,2019-05-31
5,-5.5,RIO GALLEGOS AERO,2019-05-31
3.1,-5.1,RIO GRANDE B.A.,2019-05-31
22.5,15.3,RIVADAVIA,2019-05-31
17.2,9.4,ROSARIO AERO,2019-05-31
15.2,10.3,SALTA AERO,2019-05-31
11,4.5,SAN ANTONIO OESTE AERO,2019-05-31
7.6,-1,SAN CARLOS (MZA),2019-05-31
17,8.8,SAN FERNANDO,2019-05-31
17,5,SAN JUAN AERO,2019-05-31
5.9,-4.1,SAN JULIAN AERO,2019-05-31
16.5,6.1,SAN LUIS AERO,2019-05-31
12.7,6.2,SAN MARTIN (MZA),2019-05-31
14.3,4.2,SAN RAFAEL AERO,2019-05-31
6,-7,SANTA CRUZ AERO,2019-05-31
12.4,7.5,SANTA ROSA AERO,2019-05-31
15.7,4.5,SANTA ROSA DE CONLARA AERO,2019-05-31
16.2,12.7,SANTIAGO DEL ESTERO AERO,2019-05-31
18.4,11.5,SAUCE VIEJO AERO,2019-05-31
17,8.7,SUNCHALES AERO,2019-05-31
13.2,3.4,TANDIL AERO,2019-05-31
17.3,14.2,TARTAGAL AERO,2019-05-31
16.4,10.5,TERMAS DE RIO HONDO AERO,2019-05-31
17,4,TINOGASTA,2019-05-31
13,0.5,TRELEW AERO,2019-05-31
13.6,7.5,TRENQUE LAUQUEN,2019-05-31
13,5.9,TRES ARROYOS,2019-05-31
16.9,9.3,TUCUMAN AERO,2019-05-31
2.7,-1,USHUAIA AERO,2019-05-31
13.4,-5,USPALLATA,2019-05-31
15,9.2,VENADO TUERTO,2019-05-31
10.3,7.3,VICTORICA,2019-05-31
13.3,7.2,VIEDMA AERO,2019-05-31
16.8,5.9,VILLA DOLORES AERO,2019-05-31
13.5,4,VILLA GESELL AERO,2019-05-31
14.5,10.9,VILLA MARIA DEL RIO SECO,2019-05-31
12.9,7.9,VILLA REYNOLDS AERO,2019-05-31
17.7,13.5,AEROPARQUE AERO,2019-06-01
15.5,5.9,AZUL AERO,2019-06-01
17.8,4.6,BAHIA BLANCA AERO,2019-06-01
9.1,2,BARILOCHE AERO,2019-06-01
-9.8,-16.4,BASE BELGRANO II,2019-06-01
-0.6,-3.7,BASE CARLINI (EX JUBANY),2019-06-01
-7.2,-11.4,BASE ESPERANZA,2019-06-01
-4,-11.4,BASE MARAMBIO,2019-06-01
-8,-16.3,BASE ORCADAS,2019-06-01
-5.9,-9,BASE SAN MARTIN,2019-06-01
13.5,4.4,BENITO JUAREZ AERO,2019-06-01
20,14.5,BERNARDO DE IRIGOYEN AERO,2019-06-01
15.7,4.5,BOLIVAR AERO,2019-06-01
19.3,10.8,BUENOS AIRES,2019-06-01
19.1,9,CAMPO DE MAYO AERO,2019-06-01
21.5,9.2,CATAMARCA AERO,2019-06-01
17,12.8,CERES AERO,2019-06-01
18,9.9,CHAMICAL AERO,2019-06-01
10,1.8,CHAPELCO AERO,2019-06-01
20,6,CHEPES,2019-06-01
20.5,2.4,CHILECITO AERO,2019-06-01
15.3,4.2,CIPOLLETTI,2019-06-01
11.7,3.4,COMODORO RIVADAVIA AERO,2019-06-01
20.6,11,CONCORDIA AERO,2019-06-01
17.6,7.2,CORDOBA AERO,2019-06-01
19.5,10.6,CORDOBA OBSERVATORIO,2019-06-01
17.2,6.8,CORONEL PRINGLES AERO,2019-06-01
15.9,6.6,CORONEL SUAREZ AERO,2019-06-01
19.2,13.3,CORRIENTES AERO,2019-06-01
17.7,6.2,DOLORES AERO,2019-06-01
12,3.2,EL BOLSON AERO,2019-06-01
1.7,0,EL CALAFATE AERO,2019-06-01
19.5,5,EL PALOMAR AERO,2019-06-01
19.7,10.7,EL TREBOL,2019-06-01
17.8,8.2,ESC.AVIACION MILITAR AERO,2019-06-01
9.5,1.6,ESQUEL AERO,2019-06-01
19,7.5,EZEIZA AERO,2019-06-01
20,13.2,FORMOSA AERO,2019-06-01
18.9,8.8,GENERAL PICO AERO,2019-06-01
4.2,-1,GOBERNADOR GREGORES AERO,2019-06-01
19.5,9,GUALEGUAYCHU AERO,2019-06-01
19.3,15.8,IGUAZU AERO,2019-06-01
20.2,15.5,ITUZAINGO,2019-06-01
23.5,1.8,JACHAL,2019-06-01
20.2,10.3,JUJUY AERO,2019-06-01
18.5,11.1,JUJUY U N,2019-06-01
19,6.5,JUNIN AERO,2019-06-01
17.7,5.6,LA PLATA AERO,2019-06-01
18.7,-2.5,LA QUIACA OBS.,2019-06-01
20,8.9,LA RIOJA AERO,2019-06-01
19.7,4.9,LABOULAYE AERO,2019-06-01
21.5,7.8,LAS FLORES AERO,2019-06-01
19,14,LAS LOMITAS,2019-06-01
13.8,-1,MALARGUE AERO,2019-06-01
8.9,-1.4,MAQUINCHAO,2019-06-01
16.7,2,MAR DEL PLATA AERO,2019-06-01
19.3,6,MARCOS JUAREZ AERO,2019-06-01
19.5,4,MARIANO MORENO AERO,2019-06-01
15,0.8,MENDOZA AERO,2019-06-01
,1.5,MENDOZA OBSERVATORIO,2019-06-01
19.5,13.4,MERCEDES AERO (CTES),2019-06-01
19.6,7.5,MERLO AERO,2019-06-01
17,12.8,MONTE CASEROS AERO,2019-06-01
19.2,7.8,MORON AERO,2019-06-01
17.1,1.8,NEUQUEN AERO,2019-06-01
18.4,7.6,NUEVE DE JULIO,2019-06-01
19,13.8,OBERA AERO,2019-06-01
14.1,6.1,OLAVARRIA AERO,2019-06-01
17.6,14.4,ORAN AERO,2019-06-01
16.6,13.4,PARANA AERO,2019-06-01
11.7,0.5,PASO DE INDIOS,2019-06-01
17,13.3,PASO DE LOS LIBRES AERO,2019-06-01
18.2,13.4,PCIA. ROQUE SAENZ PE�A AERO,2019-06-01
12.8,4.3,PEHUAJO AERO,2019-06-01
5.1,2.3,PERITO MORENO AERO,2019-06-01
16,7.4,PIGUE AERO,2019-06-01
19.3,10.5,PILAR OBS.,2019-06-01
21,16.3,POSADAS AERO,2019-06-01
8.2,6.2,PUERTO DESEADO AERO,2019-06-01
,4.2,PUERTO MADRYN AERO,2019-06-01
17,8.5,PUNTA INDIO B.A.,2019-06-01
17.4,10,RAFAELA AERO,2019-06-01
19.3,14.8,RECONQUISTA AERO,2019-06-01
20.6,14.4,RESISTENCIA AERO,2019-06-01
18.6,9.2,RIO COLORADO,2019-06-01
19.5,5.5,RIO CUARTO AERO,2019-06-01
6,2.6,RIO GALLEGOS AERO,2019-06-01
4.8,1.6,RIO GRANDE B.A.,2019-06-01
20.4,12.8,RIVADAVIA,2019-06-01
19.6,11.4,ROSARIO AERO,2019-06-01
19.6,9.9,SALTA AERO,2019-06-01
20,7.8,SAN ANTONIO OESTE AERO,2019-06-01
17,-2.5,SAN CARLOS (MZA),2019-06-01
19,8.9,SAN FERNANDO,2019-06-01
15.5,-0.5,SAN JUAN AERO,2019-06-01
7.2,1.9,SAN JULIAN AERO,2019-06-01
19.2,6.1,SAN LUIS AERO,2019-06-01
14.6,1.4,SAN MARTIN (MZA),2019-06-01
19.5,0.4,SAN RAFAEL AERO,2019-06-01
5.8,1.9,SANTA CRUZ AERO,2019-06-01
18.5,8.7,SANTA ROSA AERO,2019-06-01
19,7,SANTA ROSA DE CONLARA AERO,2019-06-01
21.5,11.8,SANTIAGO DEL ESTERO AERO,2019-06-01
16.9,12.5,SAUCE VIEJO AERO,2019-06-01
18,11.8,SUNCHALES AERO,2019-06-01
15.7,1.6,TANDIL AERO,2019-06-01
16.4,13.6,TARTAGAL AERO,2019-06-01
19.5,12,TERMAS DE RIO HONDO AERO,2019-06-01
21.4,1.5,TINOGASTA,2019-06-01
13,-0.6,TRELEW AERO,2019-06-01
16.8,6.6,TRENQUE LAUQUEN,2019-06-01
16.5,5,TRES ARROYOS,2019-06-01
20.4,12.3,TUCUMAN AERO,2019-06-01
3.5,0.5,USHUAIA AERO,2019-06-01
16,-4,USPALLATA,2019-06-01
19,5.2,VENADO TUERTO,2019-06-01
18,5.6,VICTORICA,2019-06-01
16.8,8.4,VIEDMA AERO,2019-06-01
18.4,6.7,VILLA DOLORES AERO,2019-06-01
17.2,2.6,VILLA GESELL AERO,2019-06-01
17.5,7,VILLA MARIA DEL RIO SECO,2019-06-01
,0.5,VILLA REYNOLDS AERO,2019-06-01
20,10.7,AEROPARQUE AERO,2019-06-02
17.9,0.7,AZUL AERO,2019-06-02
19.5,7.2,BAHIA BLANCA AERO,2019-06-02
9.8,3.1,BARILOCHE AERO,2019-06-02
-13,-24,BASE BELGRANO II,2019-06-02
-0.6,-1.6,BASE CARLINI (EX JUBANY),2019-06-02
-3.3,-9.8,BASE ESPERANZA,2019-06-02
-1.5,-9.1,BASE MARAMBIO,2019-06-02
-5,-10.9,BASE ORCADAS,2019-06-02
-2.5,-5.9,BASE SAN MARTIN,2019-06-02
18.5,6.4,BENITO JUAREZ AERO,2019-06-02
20.7,12.7,BERNARDO DE IRIGOYEN AERO,2019-06-02
,2.3,BOLIVAR AERO,2019-06-02
20.7,8.7,BUENOS AIRES,2019-06-02
19.5,4.4,CAMPO DE MAYO AERO,2019-06-02
22,1.3,CATAMARCA AERO,2019-06-02
20.6,10.2,CERES AERO,2019-06-02
16.8,7.1,CHAMICAL AERO,2019-06-02
11.6,3.4,CHAPELCO AERO,2019-06-02
18,6.5,CHEPES,2019-06-02
16,4.2,CHILECITO AERO,2019-06-02
17.8,5.9,CIPOLLETTI,2019-06-02
14.9,3.8,COMODORO RIVADAVIA AERO,2019-06-02
20.9,5.8,CONCORDIA AERO,2019-06-02
20.3,2.7,CORDOBA AERO,2019-06-02
20.4,4.5,CORDOBA OBSERVATORIO,2019-06-02
20.2,6.1,CORONEL PRINGLES AERO,2019-06-02
16.8,2.2,CORONEL SUAREZ AERO,2019-06-02
20.5,13,CORRIENTES AERO,2019-06-02
14,3.6,DOLORES AERO,2019-06-02
14,4.3,EL BOLSON AERO,2019-06-02
4.4,-1,EL CALAFATE AERO,2019-06-02
20.2,3,EL PALOMAR AERO,2019-06-02
20.3,4.6,EL TREBOL,2019-06-02
,2.5,ESC.AVIACION MILITAR AERO,2019-06-02
12,2.5,ESQUEL AERO,2019-06-02
19.4,5.6,EZEIZA AERO,2019-06-02
21,15.1,FORMOSA AERO,2019-06-02
21,4.9,GENERAL PICO AERO,2019-06-02
8,-1.5,GOBERNADOR GREGORES AERO,2019-06-02
20.6,5.4,GUALEGUAYCHU AERO,2019-06-02
22.4,14.6,IGUAZU AERO,2019-06-02
,,ITUZAINGO,2019-06-02
,,JACHAL,2019-06-02
19.3,8.8,JUJUY AERO,2019-06-02
17.9,5.1,JUJUY U N,2019-06-02
21,3.6,JUNIN AERO,2019-06-02
18.3,4.6,LA PLATA AERO,2019-06-02
14.3,-4.5,LA QUIACA OBS.,2019-06-02
17.2,4.4,LA RIOJA AERO,2019-06-02
20.3,2.1,LABOULAYE AERO,2019-06-02
14.5,3.8,LAS FLORES AERO,2019-06-02
19.5,14.9,LAS LOMITAS,2019-06-02
13.5,0.6,MALARGUE AERO,2019-06-02
11,1,MAQUINCHAO,2019-06-02
19.1,4.9,MAR DEL PLATA AERO,2019-06-02
20.3,3.8,MARCOS JUAREZ AERO,2019-06-02
20.5,2.5,MARIANO MORENO AERO,2019-06-02
18,2.3,MENDOZA AERO,2019-06-02
,4.3,MENDOZA OBSERVATORIO,2019-06-02
21.4,10,MERCEDES AERO (CTES),2019-06-02
20,5,MERLO AERO,2019-06-02
21,8.8,MONTE CASEROS AERO,2019-06-02
19.6,5.3,MORON AERO,2019-06-02
17.3,5.4,NEUQUEN AERO,2019-06-02
,4.4,NUEVE DE JULIO,2019-06-02
,,OBERA AERO,2019-06-02
17.4,3.5,OLAVARRIA AERO,2019-06-02
23,13.6,ORAN AERO,2019-06-02
20.4,8.8,PARANA AERO,2019-06-02
13.6,0.5,PASO DE INDIOS,2019-06-02
20.8,9.3,PASO DE LOS LIBRES AERO,2019-06-02
21,14.6,PCIA. ROQUE SAENZ PE�A AERO,2019-06-02
19.9,3.5,PEHUAJO AERO,2019-06-02
,0.8,PERITO MORENO AERO,2019-06-02
16.2,3.3,PIGUE AERO,2019-06-02
19.5,4.1,PILAR OBS.,2019-06-02
18.6,13.2,POSADAS AERO,2019-06-02
10.2,4.2,PUERTO DESEADO AERO,2019-06-02
17.6,2.4,PUERTO MADRYN AERO,2019-06-02
16.6,4.2,PUNTA INDIO B.A.,2019-06-02
17.8,8,RAFAELA AERO,2019-06-02
20.5,10.2,RECONQUISTA AERO,2019-06-02
21,14.2,RESISTENCIA AERO,2019-06-02
18.8,7.4,RIO COLORADO,2019-06-02
20,4,RIO CUARTO AERO,2019-06-02
7,-0.5,RIO GALLEGOS AERO,2019-06-02
6.2,3.4,RIO GRANDE B.A.,2019-06-02
23,11.3,RIVADAVIA,2019-06-02
19.3,5.9,ROSARIO AERO,2019-06-02
19.8,3.2,SALTA AERO,2019-06-02
21,,SAN ANTONIO OESTE AERO,2019-06-02
,,SAN CARLOS (MZA),2019-06-02
20,8.6,SAN FERNANDO,2019-06-02
17,-2.5,SAN JUAN AERO,2019-06-02
7.3,1.9,SAN JULIAN AERO,2019-06-02
16.9,5.1,SAN LUIS AERO,2019-06-02
16.5,3.6,SAN MARTIN (MZA),2019-06-02
17.6,3.5,SAN RAFAEL AERO,2019-06-02
6.4,-0.4,SANTA CRUZ AERO,2019-06-02
20.4,4.8,SANTA ROSA AERO,2019-06-02
,3.7,SANTA ROSA DE CONLARA AERO,2019-06-02
21.5,6.5,SANTIAGO DEL ESTERO AERO,2019-06-02
20,8.4,SAUCE VIEJO AERO,2019-06-02
20,7.5,SUNCHALES AERO,2019-06-02
16.9,4,TANDIL AERO,2019-06-02
19.8,12.4,TARTAGAL AERO,2019-06-02
21,10,TERMAS DE RIO HONDO AERO,2019-06-02
23,1.5,TINOGASTA,2019-06-02
17.4,3.1,TRELEW AERO,2019-06-02
,,TRENQUE LAUQUEN,2019-06-02
19.9,7.5,TRES ARROYOS,2019-06-02
20.8,10,TUCUMAN AERO,2019-06-02
5.5,2.7,USHUAIA AERO,2019-06-02
18.5,0.1,USPALLATA,2019-06-02
20.1,4,VENADO TUERTO,2019-06-02
20.9,6.7,VICTORICA,2019-06-02
18.2,3,VIEDMA AERO,2019-06-02
16.7,4.9,VILLA DOLORES AERO,2019-06-02
19,2.1,VILLA GESELL AERO,2019-06-02
20.3,2.3,VILLA MARIA DEL RIO SECO,2019-06-02
19,-1.2,VILLA REYNOLDS AERO,2019-06-02
20.5,12.9,AEROPARQUE AERO,2019-06-03
19,1,AZUL AERO,2019-06-03
20.4,0.6,BAHIA BLANCA AERO,2019-06-03
13.3,0.4,BARILOCHE AERO,2019-06-03
-21,-25,BASE BELGRANO II,2019-06-03
2,-2.1,BASE CARLINI (EX JUBANY),2019-06-03
5.5,-3.3,BASE ESPERANZA,2019-06-03
